hepes,k-glut,mg-acet,gsh,spermidine,fthf,cp,aa18,tyr,cys,atp-gtp,ctp-utp,tRNAs,aaRSs-mtf,IFs,EFs,RFs,t7pol,ndk-mk-ck-ppiase,factors,ribosomes,DNA,Condition,yield,Day
0.5,6.0,1.0,1.25,0.4,0.5,2.0,5.0,4.0,4.0,3.0,1.0,7.0,0.1,0.4,4.0,0.2,0.1,0.1,0.1,13.32,0.1,51,0.226618233,5
0.5,6.0,1.0,2.5,0.1,2.0,4.0,5.0,4.0,1.0,3.0,1.0,7.0,0.2,0.4,2.0,0.05,0.05,0.1,0.1,20.1,0.1,49,1.246070663,7
0.5,6.0,1.0,2.5,0.1,2.0,4.0,5.0,4.0,2.0,6.0,1.0,3.5,0.1,0.4,2.0,0.2,0.2,0.1,0.1,13.32,0.1,38,2.249685826,3
0.5,6.0,1.0,2.5,0.1,2.0,4.0,10.0,2.0,1.0,3.0,1.0,7.0,0.2,0.4,2.0,0.2,0.1,0.2,0.1,13.32,0.1,41,2.1491774484999997,7
0.5,6.0,1.0,2.5,0.2,1.0,4.0,5.0,2.0,2.0,1.5,1.0,7.0,0.2,0.4,2.0,0.1,0.2,0.05,0.1,20.1,0.1,59,1.09236653,7
0.5,6.0,1.0,2.5,0.4,1.0,4.0,5.0,4.0,1.0,3.0,1.0,7.0,0.2,0.4,1.0,0.2,0.05,0.1,0.2,13.32,0.1,56,1.903709421,5
0.5,6.0,1.0,2.5,0.4,2.0,4.0,5.0,4.0,2.0,3.0,1.0,3.5,0.1,0.2,1.0,0.05,0.05,0.2,0.05,13.32,0.1,62,0.797626036,3
0.5,6.0,2.0,2.5,0.1,0.5,4.0,10.0,2.0,2.0,6.0,1.0,1.75,0.1,0.4,4.0,0.1,0.2,0.05,0.2,13.32,0.1,37,1.04963362,3
0.5,6.0,2.0,2.5,0.1,0.5,4.0,20.0,2.0,1.0,6.0,2.0,7.0,0.4,0.4,1.0,0.1,0.05,0.1,0.2,3.33,0.1,76,0.700606973,2
0.5,6.0,2.0,2.5,0.1,1.0,4.0,5.0,2.0,4.0,6.0,1.0,7.0,0.2,0.4,4.0,0.1,0.1,0.1,0.1,13.32,0.1,55,1.361263636,3
0.5,6.0,2.0,5.0,0.2,1.0,2.0,5.0,4.0,2.0,6.0,2.0,7.0,0.2,0.4,2.0,0.2,0.05,0.05,0.1,13.32,0.1,53,0.506898026,5
0.5,6.0,4.0,2.5,0.4,0.5,2.0,10.0,2.0,2.0,3.0,2.0,3.5,0.4,0.2,1.0,0.05,0.1,0.2,0.2,13.32,0.1,75,0.012039718,2
0.5,12.0,2.0,1.25,0.2,1.0,4.0,5.0,8.0,1.0,6.0,1.0,7.0,0.2,0.1,1.0,0.2,0.05,0.1,0.2,6.7,0.1,62,0.197208964,1
1.0,3.0,1.0,1.25,0.1,0.5,4.0,5.0,2.0,2.0,3.0,2.0,7.0,0.2,0.4,4.0,0.1,0.2,0.1,0.1,13.32,0.1,36,2.334364654,3
1.0,3.0,1.0,1.25,0.1,0.5,6.0,5.0,8.0,1.0,6.0,2.0,7.0,0.1,0.4,2.0,0.05,0.05,0.2,0.1,13.32,0.1,44,0.735068221,4
1.0,3.0,1.0,1.25,0.1,0.5,6.0,10.0,4.0,2.0,3.0,2.0,1.75,0.4,0.4,4.0,0.2,0.1,0.05,0.1,13.32,0.1,46,0.796823441,4
1.0,3.0,1.0,1.25,0.1,1.0,2.0,5.0,4.0,4.0,3.0,1.0,7.0,0.2,0.4,4.0,0.05,0.05,0.1,0.05,13.32,0.1,48,0.52836161,4
1.0,3.0,1.0,1.25,0.1,1.0,4.0,5.0,2.0,4.0,6.0,2.0,1.75,0.1,0.4,4.0,0.05,0.05,0.05,0.1,13.32,0.1,53,0.652903413,4
1.0,3.0,1.0,1.25,0.1,2.0,4.0,5.0,4.0,1.0,6.0,1.0,7.0,0.4,0.4,4.0,0.05,0.05,0.1,0.1,13.32,0.1,45,1.551287024,3
1.0,3.0,1.0,1.25,0.1,2.0,4.0,5.0,4.0,1.0,6.0,2.0,3.5,0.1,0.4,2.0,0.1,0.2,0.05,0.05,13.32,0.1,61,1.310624155,5
1.0,3.0,1.0,1.25,0.2,2.0,4.0,5.0,4.0,4.0,6.0,1.0,1.75,0.2,0.4,1.0,0.05,0.1,0.1,0.05,13.32,0.1,52,1.342397285,4
1.0,3.0,1.0,1.25,0.2,2.0,6.0,5.0,2.0,1.0,3.0,4.0,1.75,0.1,0.4,4.0,0.2,0.2,0.1,0.05,13.32,0.1,36,0.695476714,4
1.0,3.0,1.0,2.5,0.1,0.5,2.0,10.0,8.0,2.0,6.0,2.0,7.0,0.2,0.4,1.0,0.2,0.05,0.05,0.1,13.32,0.1,47,1.530273526,4
1.0,3.0,1.0,2.5,0.1,1.0,2.0,5.0,2.0,2.0,3.0,4.0,3.5,0.2,0.4,4.0,0.1,0.1,0.1,0.1,13.32,0.1,39,1.246346453,4
1.0,3.0,1.0,2.5,0.1,1.0,6.0,10.0,2.0,1.0,3.0,4.0,3.5,0.2,0.4,2.0,0.05,0.1,0.1,0.1,13.32,0.1,50,0.95382057,4
1.0,3.0,1.0,2.5,0.1,2.0,2.0,10.0,4.0,1.0,6.0,1.0,7.0,0.2,0.4,4.0,0.1,0.1,0.1,0.05,13.32,0.1,39,1.525307606,5
1.0,3.0,1.0,2.5,0.1,2.0,6.0,10.0,4.0,1.0,6.0,4.0,1.75,0.1,0.4,2.0,0.05,0.2,0.05,0.05,13.32,0.1,43,0.14084408,4
1.0,3.0,1.0,2.5,0.2,1.0,4.0,5.0,2.0,1.0,6.0,2.0,1.75,0.2,0.4,1.0,0.2,0.1,0.05,0.05,13.32,0.1,42,0.927042428,4
1.0,3.0,1.0,2.5,0.2,1.0,4.0,5.0,2.0,1.0,6.0,2.0,7.0,0.1,0.2,1.0,0.1,0.1,0.05,0.05,13.32,0.1,51,1.939944409,3
1.0,3.0,1.0,2.5,0.4,2.0,4.0,5.0,2.0,1.0,3.0,2.0,7.0,0.1,0.2,2.0,0.05,0.05,0.05,0.1,13.32,0.1,59,1.427902364,3
1.0,3.0,1.0,2.5,0.4,2.0,4.0,10.0,2.0,2.0,3.0,1.0,7.0,0.2,0.4,2.0,0.2,0.1,0.05,0.1,13.32,0.1,39,1.892981718,3
1.0,3.0,1.0,5.0,0.1,0.5,2.0,20.0,2.0,1.0,6.0,1.0,7.0,0.1,0.4,4.0,0.1,0.1,0.05,0.1,13.32,0.1,59,1.386805372,4
1.0,3.0,1.0,5.0,0.1,1.0,4.0,5.0,8.0,1.0,6.0,2.0,3.5,0.2,0.4,4.0,0.05,0.1,0.1,0.1,13.32,0.1,35,0.945769727,4
1.0,3.0,1.0,5.0,0.1,1.0,4.0,10.0,2.0,1.0,6.0,2.0,7.0,0.2,0.1,2.0,0.2,0.1,0.05,0.1,13.32,0.1,57,1.278309422,4
1.0,3.0,1.0,5.0,0.1,2.0,6.0,5.0,4.0,1.0,6.0,4.0,3.5,0.1,0.4,1.0,0.05,0.05,0.1,0.1,13.32,0.1,41,0.088774567,4
1.0,3.0,1.0,5.0,0.1,2.0,6.0,5.0,4.0,4.0,6.0,1.0,7.0,0.1,0.1,2.0,0.2,0.05,0.1,0.1,13.32,0.1,60,0.539772946,4
1.0,3.0,2.0,2.5,0.1,0.5,4.0,10.0,2.0,2.0,3.0,1.0,7.0,0.1,0.4,1.0,0.1,0.2,0.05,0.2,13.32,0.1,35,0.340412472,3
1.0,3.0,2.0,2.5,0.1,0.5,4.0,10.0,2.0,2.0,6.0,1.0,7.0,0.4,0.4,4.0,0.1,0.2,0.05,0.05,13.32,0.1,88,1.24395916925,2
1.0,3.0,2.0,2.5,0.1,1.0,2.0,5.0,2.0,2.0,6.0,2.0,7.0,0.2,0.4,4.0,0.2,0.1,0.05,0.1,13.32,0.1,45,0.491680485,5
1.0,3.0,2.0,2.5,0.1,1.0,4.0,5.0,2.0,2.0,3.0,4.0,7.0,0.4,0.2,2.0,0.05,0.2,0.1,0.2,13.32,0.1,57,0.70463633,3
1.0,3.0,2.0,2.5,0.4,1.0,4.0,5.0,4.0,1.0,3.0,2.0,7.0,0.4,0.4,2.0,0.1,0.05,0.05,0.2,13.32,0.1,61,0.257412443,3
1.0,3.0,2.0,2.5,0.4,1.0,4.0,10.0,2.0,1.0,6.0,4.0,7.0,0.1,0.2,1.0,0.1,0.1,0.1,0.1,13.32,0.1,47,0.930617627,3
1.0,3.0,4.0,2.5,0.1,1.0,2.0,20.0,2.0,1.0,3.0,1.0,7.0,0.4,0.4,2.0,0.05,0.2,0.1,0.05,6.7,0.1,58,0.01479545,2
1.0,3.0,4.0,2.5,0.1,1.0,2.0,20.0,2.0,2.0,3.0,1.0,7.0,0.4,0.2,1.0,0.1,0.05,0.05,0.2,3.33,0.1,56,0.013390251,2
1.0,3.0,4.0,2.5,0.2,0.5,2.0,20.0,2.0,2.0,3.0,2.0,7.0,0.4,0.2,4.0,0.1,0.1,0.1,0.05,6.7,0.1,84,0.013337592,2
1.0,3.0,4.0,2.5,0.2,1.0,2.0,10.0,2.0,1.0,3.0,2.0,7.0,0.4,0.4,2.0,0.05,0.2,0.05,0.1,3.33,0.1,89,0.014909262,2
1.0,3.0,4.0,2.5,0.4,0.5,4.0,5.0,8.0,1.0,3.0,1.0,3.5,0.4,0.2,2.0,0.1,0.05,0.05,0.05,13.32,0.1,78,0.080416107,2
1.0,3.0,4.0,2.5,0.4,0.5,4.0,10.0,2.0,1.0,3.0,1.0,7.0,0.1,0.4,1.0,0.1,0.1,0.05,0.1,13.32,0.1,82,0.065643168,2
1.0,6.0,1.0,1.25,0.1,1.0,2.0,10.0,4.0,2.0,3.0,1.0,7.0,0.1,0.4,4.0,0.05,0.1,0.05,0.2,13.32,0.1,50,0.657133416,3
1.0,6.0,1.0,1.25,0.1,1.0,4.0,5.0,2.0,2.0,6.0,1.0,3.5,0.2,0.4,4.0,0.2,0.05,0.2,0.05,13.32,0.1,58,1.050288985,5
1.0,6.0,1.0,1.25,0.1,2.0,4.0,5.0,2.0,2.0,3.0,2.0,7.0,0.4,0.4,2.0,0.1,0.2,0.1,0.1,6.7,0.1,47,1.242920663,1
1.0,6.0,1.0,1.25,0.2,0.5,2.0,10.0,2.0,2.0,6.0,1.0,7.0,0.2,0.4,2.0,0.1,0.2,0.05,0.2,13.32,0.1,44,1.402298086,3
1.0,6.0,1.0,1.25,0.2,2.0,2.0,10.0,2.0,1.0,3.0,1.0,7.0,0.4,0.4,2.0,0.2,0.1,0.1,0.05,13.32,0.1,50,0.64386153,5
1.0,6.0,1.0,2.5,0.1,1.0,4.0,5.0,8.0,1.0,12.0,1.0,7.0,0.4,0.4,4.0,0.05,0.1,0.1,0.2,3.33,0.1,55,0.017840544,2
1.0,6.0,1.0,2.5,0.2,0.5,2.0,20.0,4.0,2.0,3.0,4.0,3.5,0.4,0.4,4.0,0.1,0.05,0.05,0.1,3.33,0.1,85,0.504379773,2
1.0,6.0,1.0,2.5,0.2,0.5,4.0,5.0,4.0,1.0,3.0,2.0,3.5,0.1,0.2,1.0,0.1,0.2,0.1,0.2,13.32,0.1,53,1.173907477,3
1.0,6.0,1.0,2.5,0.2,0.5,4.0,10.0,4.0,2.0,12.0,1.0,1.75,0.1,0.2,4.0,0.1,0.05,0.05,0.05,13.32,0.1,56,0.221364917,3
1.0,6.0,1.0,2.5,0.2,1.0,4.0,5.0,2.0,2.0,3.0,1.0,3.5,0.4,0.2,2.0,0.2,0.2,0.2,0.2,13.32,0.1,40,1.165137717,3
1.0,6.0,1.0,2.5,0.4,1.0,4.0,10.0,4.0,2.0,6.0,1.0,1.75,0.2,0.4,1.0,0.05,0.05,0.1,0.2,13.32,0.1,63,1.101404635,3
1.0,6.0,1.0,2.5,0.4,2.0,2.0,10.0,2.0,1.0,3.0,1.0,7.0,0.4,0.2,2.0,0.05,0.1,0.1,0.05,3.33,0.1,68,0.452439032,2
1.0,6.0,1.0,5.0,0.2,1.0,4.0,10.0,2.0,2.0,3.0,2.0,3.5,0.4,0.2,1.0,0.2,0.2,0.1,0.2,6.7,0.1,63,0.802947749,1
1.0,6.0,2.0,2.5,0.2,1.0,4.0,5.0,2.0,1.0,3.0,4.0,7.0,0.4,0.4,4.0,0.1,0.1,0.05,0.05,6.7,0.1,80,1.073738626,2
1.0,6.0,2.0,2.5,0.2,1.0,4.0,10.0,2.0,1.0,6.0,1.0,7.0,0.4,0.4,1.0,0.1,0.1,0.05,0.1,13.32,0.1,46,1.2435649926666665,1
1.0,6.0,2.0,2.5,0.2,1.0,4.0,10.0,4.0,2.0,6.0,2.0,3.5,0.2,0.2,2.0,0.1,0.1,0.1,0.1,6.66,0.1,REF,1.0,1
1.0,6.0,2.0,2.5,0.2,2.0,4.0,5.0,2.0,2.0,3.0,1.0,3.5,0.2,0.2,1.0,0.2,0.2,0.1,0.2,13.32,0.1,52,0.380850255,3
1.0,6.0,2.0,2.5,0.4,1.0,4.0,10.0,4.0,1.0,3.0,1.0,3.5,0.4,0.4,1.0,0.05,0.1,0.2,0.1,3.33,0.1,70,0.363573157,2
1.0,6.0,2.0,5.0,0.2,1.0,4.0,10.0,2.0,1.0,6.0,1.0,3.5,0.4,0.1,1.0,0.1,0.1,0.2,0.1,13.32,0.1,44,0.634105583,1
1.0,6.0,2.0,5.0,0.2,2.0,4.0,10.0,8.0,1.0,3.0,1.0,3.5,0.2,0.1,1.0,0.2,0.05,0.1,0.2,6.7,0.1,54,0.760207502,1
1.0,6.0,4.0,2.5,0.1,0.5,2.0,5.0,8.0,2.0,3.0,2.0,7.0,0.4,0.4,2.0,0.1,0.1,0.05,0.05,6.7,0.1,86,0.014671586,2
1.0,6.0,4.0,2.5,0.2,0.5,2.0,10.0,8.0,2.0,3.0,1.0,7.0,0.4,0.4,1.0,0.1,0.2,0.05,0.1,3.33,0.1,60,0.014487197,2
2.0,3.0,1.0,1.25,0.1,0.5,2.0,5.0,4.0,1.0,3.0,4.0,7.0,0.4,0.4,2.0,0.2,0.2,0.1,0.1,13.32,0.1,62,1.33966953,5
2.0,3.0,1.0,1.25,0.2,2.0,4.0,5.0,2.0,1.0,3.0,2.0,7.0,0.2,0.4,1.0,0.1,0.05,0.2,0.1,13.32,0.1,63,2.4536306405,5
2.0,3.0,1.0,2.5,0.1,0.5,2.0,5.0,4.0,2.0,6.0,2.0,3.5,0.4,0.4,1.0,0.1,0.05,0.1,0.2,3.33,0.1,87,0.2483696,2
2.0,3.0,1.0,2.5,0.1,0.5,4.0,5.0,4.0,2.0,3.0,2.0,3.5,0.4,0.2,4.0,0.1,0.2,0.05,0.2,13.32,0.1,42,1.298885021,3
2.0,3.0,1.0,2.5,0.1,0.5,4.0,20.0,4.0,2.0,3.0,2.0,7.0,0.4,0.4,1.0,0.05,0.05,0.2,0.05,3.33,0.1,51,0.281686922,2
2.0,3.0,1.0,2.5,0.1,1.0,2.0,5.0,4.0,2.0,3.0,2.0,7.0,0.4,0.4,2.0,0.05,0.05,0.1,0.05,3.33,0.1,50,0.51370329,2
2.0,3.0,1.0,2.5,0.2,0.5,4.0,5.0,4.0,1.0,12.0,1.0,7.0,0.4,0.2,2.0,0.1,0.2,0.05,0.1,13.32,0.1,46,0.833744415,3
2.0,3.0,1.0,2.5,0.2,0.5,4.0,5.0,4.0,2.0,6.0,4.0,7.0,0.1,0.2,2.0,0.05,0.05,0.1,0.2,13.32,0.1,58,1.228925718,3
2.0,3.0,1.0,2.5,0.2,1.0,2.0,20.0,2.0,1.0,3.0,1.0,7.0,0.1,0.2,1.0,0.1,0.05,0.05,0.2,3.33,0.1,64,0.54109667,2
2.0,3.0,1.0,2.5,0.2,2.0,2.0,5.0,2.0,2.0,6.0,4.0,7.0,0.1,0.4,2.0,0.2,0.2,0.05,0.05,13.32,0.1,47,1.438387384,5
2.0,3.0,1.0,2.5,0.4,0.5,2.0,5.0,2.0,2.0,3.0,2.0,3.5,0.4,0.4,2.0,0.1,0.1,0.2,0.1,6.7,0.1,71,0.551607262,2
2.0,3.0,1.0,5.0,0.1,2.0,2.0,10.0,4.0,1.0,3.0,2.0,1.75,0.1,0.2,4.0,0.1,0.2,0.05,0.1,3.33,0.1,TOP5,0.31571396,1
2.0,3.0,2.0,2.5,0.1,0.5,4.0,10.0,2.0,2.0,12.0,1.0,7.0,0.2,0.1,4.0,0.05,0.1,0.1,0.05,13.32,0.1,64,0.475309443,3
2.0,3.0,2.0,2.5,0.1,0.5,4.0,20.0,2.0,1.0,3.0,4.0,7.0,0.4,0.4,1.0,0.1,0.2,0.1,0.05,3.33,0.1,66,0.220361704,2
2.0,3.0,2.0,2.5,0.2,0.5,4.0,5.0,8.0,2.0,3.0,1.0,7.0,0.4,0.4,2.0,0.05,0.05,0.1,0.05,3.33,0.1,69,0.434218819,2
2.0,3.0,4.0,2.5,0.2,1.0,2.0,10.0,4.0,1.0,3.0,4.0,3.5,0.4,0.4,2.0,0.1,0.05,0.05,0.1,3.33,0.1,91,0.012477799,2
2.0,6.0,1.0,1.25,0.1,1.0,4.0,10.0,2.0,1.0,6.0,2.0,7.0,0.1,0.4,2.0,0.1,0.2,0.2,0.1,6.7,0.1,57,0.687147142,1
2.0,6.0,1.0,1.25,0.1,2.0,6.0,10.0,2.0,2.0,3.0,1.0,3.5,0.2,0.4,2.0,0.1,0.05,0.2,0.2,6.7,0.1,39,0.697369014,1
2.0,6.0,1.0,1.25,0.2,1.0,4.0,10.0,4.0,4.0,3.0,1.0,7.0,0.2,0.1,1.0,0.2,0.1,0.05,0.2,6.7,0.1,36,1.053446591,1
2.0,6.0,1.0,1.25,0.2,1.0,6.0,10.0,4.0,1.0,6.0,1.0,3.5,0.2,0.4,2.0,0.1,0.05,0.05,0.2,13.32,0.1,45,0.793224794,1
2.0,6.0,1.0,2.5,0.1,1.0,2.0,10.0,8.0,1.0,3.0,2.0,7.0,0.4,0.2,1.0,0.2,0.1,0.05,0.1,13.32,0.1,77,0.929869315,2
2.0,6.0,1.0,2.5,0.2,0.5,2.0,10.0,2.0,2.0,3.0,1.0,7.0,0.4,0.2,1.0,0.2,0.1,0.05,0.2,6.7,0.1,65,0.737557307,2
2.0,6.0,1.0,2.5,0.2,0.5,2.0,10.0,8.0,1.0,3.0,2.0,7.0,0.4,0.4,2.0,0.05,0.05,0.05,0.2,6.7,0.1,59,1.017964329,2
2.0,6.0,1.0,2.5,0.2,0.5,2.0,20.0,2.0,1.0,3.0,1.0,3.5,0.4,0.2,2.0,0.05,0.1,0.05,0.05,3.33,0.1,53,0.539041727,2
2.0,6.0,1.0,2.5,0.2,0.5,4.0,10.0,8.0,1.0,3.0,4.0,3.5,0.4,0.4,2.0,0.1,0.05,0.1,0.05,6.7,0.1,73,0.66792789,2
2.0,6.0,1.0,2.5,0.2,2.0,4.0,5.0,4.0,2.0,3.0,1.0,3.5,0.1,0.2,1.0,0.1,0.2,0.2,0.1,13.32,0.1,51,1.39984417,1
2.0,6.0,1.0,2.5,0.2,2.0,6.0,10.0,2.0,4.0,3.0,1.0,3.5,0.1,0.1,1.0,0.1,0.2,0.2,0.1,6.7,0.1,49,0.450414077,1
2.0,6.0,1.0,2.5,0.4,1.0,4.0,5.0,2.0,1.0,6.0,1.0,7.0,0.1,0.4,2.0,0.1,0.05,0.1,0.2,6.7,0.1,59,1.392313508,1
2.0,6.0,2.0,1.25,0.1,1.0,4.0,10.0,2.0,2.0,3.0,2.0,3.5,0.4,0.2,2.0,0.1,0.1,0.1,0.1,6.7,0.1,52,1.233400607,1
2.0,6.0,2.0,1.25,0.2,2.0,4.0,20.0,4.0,1.0,3.0,1.0,3.5,0.1,0.2,2.0,0.2,0.05,0.05,0.2,6.7,0.1,50,0.917280549,1
2.0,6.0,2.0,1.25,0.2,2.0,6.0,5.0,2.0,1.0,12.0,1.0,7.0,0.2,0.2,2.0,0.1,0.1,0.1,0.1,6.7,0.1,34,0.552974589,1
2.0,6.0,2.0,1.25,0.4,2.0,4.0,5.0,2.0,4.0,3.0,1.0,1.75,0.1,0.4,1.0,0.1,0.2,0.05,0.2,6.7,0.1,42,0.338131981,1
2.0,6.0,2.0,2.5,0.4,0.5,4.0,5.0,8.0,1.0,3.0,1.0,7.0,0.4,0.4,1.0,0.05,0.05,0.1,0.2,3.33,0.1,67,0.290862423,2
2.0,6.0,2.0,2.5,0.4,1.0,4.0,5.0,2.0,1.0,3.0,1.0,3.5,0.2,0.4,2.0,0.1,0.1,0.05,0.2,13.32,0.1,60,0.450615822,3
2.0,6.0,2.0,5.0,0.1,1.0,4.0,5.0,4.0,2.0,6.0,1.0,3.5,0.4,0.2,1.0,0.1,0.2,0.1,0.1,13.32,0.1,35,0.796232888,1
2.0,6.0,2.0,5.0,0.1,1.0,4.0,20.0,8.0,1.0,3.0,1.0,1.75,0.1,0.4,1.0,0.1,0.1,0.05,0.1,6.7,0.1,TOP8,0.933449496,1
2.0,6.0,2.0,5.0,0.4,1.0,4.0,5.0,4.0,4.0,3.0,1.0,7.0,0.1,0.4,1.0,0.2,0.1,0.05,0.1,6.7,0.1,58,0.405603944,1
2.0,6.0,4.0,2.5,0.2,0.5,4.0,10.0,2.0,1.0,3.0,1.0,3.5,0.4,0.2,1.0,0.05,0.2,0.2,0.1,6.7,0.1,92,0.034466711,2
2.0,6.0,4.0,2.5,0.2,1.0,2.0,10.0,2.0,2.0,3.0,4.0,7.0,0.4,0.2,2.0,0.1,0.05,0.05,0.1,3.33,0.1,72,0.018074864,2
2.0,6.0,4.0,2.5,0.2,2.0,2.0,10.0,2.0,1.0,3.0,1.0,7.0,0.4,0.2,1.0,0.05,0.2,0.2,0.2,3.33,0.1,83,0.016252132,2
2.0,6.0,4.0,2.5,0.4,0.5,2.0,20.0,8.0,1.0,3.0,2.0,3.5,0.4,0.2,1.0,0.05,0.05,0.1,0.1,3.33,0.1,79,0.011606868,2
2.0,6.0,4.0,2.5,0.4,1.0,2.0,5.0,2.0,2.0,3.0,1.0,7.0,0.4,0.4,1.0,0.05,0.1,0.05,0.05,3.33,0.1,74,0.014793367,2
2.0,12.0,1.0,1.25,0.1,1.0,4.0,10.0,2.0,2.0,3.0,2.0,1.75,0.2,0.4,2.0,0.1,0.2,0.05,0.2,6.7,0.1,55,0.505790742,1
2.0,12.0,1.0,1.25,0.1,1.0,6.0,5.0,4.0,1.0,6.0,1.0,7.0,0.1,0.1,1.0,0.1,0.2,0.2,0.1,6.7,0.1,43,0.265714604,1
2.0,12.0,1.0,1.25,0.1,2.0,4.0,5.0,2.0,2.0,6.0,2.0,1.75,0.4,0.4,2.0,0.1,0.1,0.05,0.1,6.7,0.1,56,0.274426396,1
2.0,12.0,1.0,1.25,0.2,1.0,4.0,5.0,4.0,1.0,3.0,1.0,7.0,0.2,0.4,1.0,0.1,0.05,0.05,0.2,13.32,0.1,38,0.71615168,1
2.0,12.0,1.0,1.25,0.2,2.0,6.0,5.0,2.0,1.0,3.0,1.0,1.75,0.2,0.4,2.0,0.1,0.1,0.1,0.2,6.7,0.1,60,0.371715341,1
2.0,12.0,1.0,5.0,0.1,1.0,4.0,5.0,2.0,2.0,6.0,1.0,7.0,0.1,0.4,1.0,0.2,0.05,0.1,0.1,6.7,0.1,40,0.636084717,1
2.0,12.0,2.0,2.5,0.1,2.0,6.0,5.0,2.0,1.0,6.0,1.0,3.5,0.1,0.2,1.0,0.2,0.1,0.2,0.1,6.7,0.1,41,0.420087943,1
2.0,12.0,2.0,5.0,0.1,2.0,4.0,5.0,2.0,1.0,3.0,1.0,7.0,0.1,0.1,1.0,0.1,0.1,0.05,0.1,13.32,0.1,48,0.256632674,1
